n,offset_bytes,mode,implementation,sample,operations,cpu_ns,wall_ns,cpu_ns_per_op,wall_ns_per_op
96,16,reset,openblas,4,87360,2192792,2197723,25.100641025641025,25.157085622710621
96,16,reset,onemkl,4,87360,2149011,2153903,24.599484890109888,24.655483058608059
96,16,reset,baseline,5,87360,2514411,2519395,28.782177197802199,28.839228479853478
96,16,reset,aligned,5,87360,1649935,1654845,18.886618589743591,18.942822802197803
96,16,reset,unrolled,5,87360,2395716,2400712,27.423489010989012,27.480677655677656
96,16,reset,aligned-unrolled,5,87360,1683211,1700215,19.267525183150184,19.46216804029304
96,16,reset,openblas,5,87360,2208864,2213875,25.284615384615385,25.341975732600734
96,16,reset,onemkl,5,87360,2154991,2159815,24.667937271062272,24.723157051282051
96,24,negate,baseline,1,87360,1665675,1670584,19.066792582417584,19.122985347985349
96,24,negate,aligned,1,87360,726752,731550,8.3190476190476197,8.373969780219781
96,24,negate,unrolled,1,87360,1565418,1570473,17.919162087912088,17.977026098901099
96,24,negate,aligned-unrolled,1,87360,699643,704640,8.0087339743589752,8.0659340659340657
96,24,negate,openblas,1,87360,1397840,1402953,16.000915750915752,16.05944368131868
96,24,negate,onemkl,1,87360,1134009,1139091,12.980872252747252,13.03904532967033
96,24,negate,baseline,2,87360,1642196,1647210,18.798031135531136,18.855425824175825
96,24,negate,aligned,2,87360,716193,720991,8.1981799450549442,8.2531021062271055
96,24,negate,unrolled,2,87360,1539922,1544701,17.627312271062269,17.682016941391943
96,24,negate,aligned-unrolled,2,87360,687246,692123,7.866826923076923,7.9226533882783885
96,24,negate,openblas,2,87360,1354908,1359940,15.509478021978023,15.567078754578755
96,24,negate,onemkl,2,87360,1120061,1125160,12.82121108058608,12.879578754578755
96,24,negate,baseline,3,87360,1638176,1643082,18.752014652014651,18.808173076923076
96,24,negate,aligned,3,87360,716621,721487,8.2030792124542131,8.258779761904762
96,24,negate,unrolled,3,87360,1536404,1541614,17.587042124542126,17.646680402930404
96,24,negate,aligned-unrolled,3,87360,712847,717778,8.1598786630036635,8.2163232600732599
96,24,negate,openblas,3,87360,1352286,1357303,15.479464285714286,15.536893315018315
96,24,negate,onemkl,3,87360,1106911,1111801,12.670684523809523,12.726659798534799
96,24,negate,baseline,4,87360,1639667,1644506,18.769081959706959,18.824473443223443
96,24,negate,aligned,4,87360,710291,715044,8.1306204212454212,8.185027472527473
96,24,negate,unrolled,4,87360,1535954,1540745,17.581891025641024,17.636733058608058
96,24,negate,aligned-unrolled,4,87360,679594,684548,7.779235347985348,7.8359432234432234
96,24,negate,openblas,4,87360,1354972,1359968,15.510210622710623,15.567399267399267
96,24,negate,onemkl,4,87360,1112898,1117948,12.739217032967034,12.797023809523809
96,24,negate,baseline,5,87360,1637572,1642726,18.745100732600733,18.804097985347987
96,24,negate,aligned,5,87360,709261,714129,8.1188301282051274,8.1745535714285715
96,24,negate,unrolled,5,87360,1533548,1538415,17.554349816849818,17.610061813186814
96,24,negate,aligned-unrolled,5,87360,692006,696862,7.9213141025641027,7.9769001831501836
96,24,negate,openblas,5,87360,1344497,1349520,15.390304487179487,15.447802197802197
96,24,negate,onemkl,5,87360,1115452,1120441,12.768452380952381,12.825560897435897
96,24,powers-two,baseline,1,87360,1656544,1661471,18.962271062271061,19.01866987179487
96,24,powers-two,aligned,1,87360,699812,704610,8.0106684981684975,8.0655906593406588
96,24,powers-two,unrolled,1,87360,1534511,1539365,17.565373168498169,17.620936355311354
96,24,powers-two,aligned-unrolled,1,87360,697442,702648,7.983539377289377,8.0431318681318675
96,24,powers-two,openblas,1,87360,1373155,1378473,15.718349358974359,15.7792239010989
96,24,powers-two,onemkl,1,87360,1096297,1101747,12.549187271062271,12.611572802197802
96,24,powers-two,baseline,2,87360,1648698,1653701,18.872458791208793,18.929727564102564
96,24,powers-two,aligned,2,87360,688269,692969,7.878537087912088,7.9323374542124538
96,24,powers-two,unrolled,2,87360,1540523,1545408,17.634191849816851,17.690109890109891
96,24,powers-two,aligned-unrolled,2,87360,682913,688057,7.8172275641025637,7.8761103479853478
96,24,powers-two,openblas,2,87360,1372007,1377291,15.705208333333333,15.765693681318682
96,24,powers-two,onemkl,2,87360,1098112,1103434,12.56996336996337,12.630883699633699
96,24,powers-two,baseline,3,87360,1641377,1646240,18.788656135531134,18.844322344322343
96,24,powers-two,aligned,3,87360,672296,676984,7.6956959706959704,7.7493589743589739
96,24,powers-two,unrolled,3,87360,1521447,1526268,17.415831043956043,17.471016483516483
96,24,powers-two,aligned-unrolled,3,87360,690263,695405,7.9013621794871796,7.9602220695970693
96,24,powers-two,openblas,3,87360,1377795,1383496,15.771462912087912,15.836721611721611
96,24,powers-two,onemkl,3,87360,1092672,1098008,12.507692307692308,12.568772893772893
96,24,powers-two,baseline,4,87360,1651368,1656178,18.903021978021979,18.958081501831501
96,24,powers-two,aligned,4,87360,695703,700403,7.9636332417582416,8.0174336080586084
96,24,powers-two,unrolled,4,87360,1529304,1534164,17.505769230769232,17.561401098901097
96,24,powers-two,aligned-unrolled,4,87360,694720,699836,7.9523809523809526,8.0109432234432241
96,24,powers-two,openblas,4,87360,1366141,1371509,15.638060897435897,15.699507783882783
96,24,powers-two,onemkl,4,87360,1093190,1098388,12.513621794871796,12.573122710622711
96,24,powers-two,baseline,5,87360,1661448,1666450,19.018406593406592,19.07566391941392
96,24,powers-two,aligned,5,87360,697367,702258,7.9826808608058606,8.0386675824175828
96,24,powers-two,unrolled,5,87360,1539556,1544847,17.62312271062271,17.683688186813185
